user,assistant
I hated being tagged in photos from the weekend,I hated being tagged in photos from the weekend
I saw someone drop $20 in the store. I picked it up and kept it.,So_comma_ I saw this guys drop twenty dollars in the store when he got his phone out of his pocket.
I am so happy I have kids. I was a wild child and they calmed me down.,MY kids are a real blessing
A group of students at the university are extorting money from me. I am too afraid to go back to the university.,A group of students at the university are extorting money from me. I am too afraid to go back to the university.
I am perfectly satisfied with having no car. Everything I need is within walking distance.,I am perfectly satisfied with having no car. Everything I need is within walking distance.
I am glad I got over my fear of trying new foods. I found a whole worl d of goodies.,I used to only eat microwaveable food.
I am excited for the new Spider-man movie. It comes out October 5th and it has one of my favorite actors_comma_ Tom Hardy!,I am excited for the new Spider-man movie. It comes out October 5th and it has one of my favorite actors_comma_ Tom Hardy!
My parents always taught me the value of patience.  A couple of Christmases ago I woke up on xmas eve to see if gifts were there but there was nothing...then the next day I got an xbox 360,When I was 7 I was always the first to check for gifts under the tree on Christmas Eve.  I was disappointed when there was nothing there...but the next morning woke up to an Xbox 360
I know I will pass my English class.,I know I will pass my English class.
I am going to try my grandmas recipe for dressing today. I am scaerd I won't do it justice.,I'm trying my grandma recip for the fist time today.
I forgot to feed my pets this morning. I feel terrible about it!,I forgot to feed my pets this morning. I feel terrible about it!
I sometimes wish I was rich like other people.,I get so envious of rich people
I am optimistic about the results about my exam test. I think I did well!,I am optimistic about the results about my exam test. I think I did well!
I got a satelittelite sidh yesterday. The guy did such a great job to be so young!,A really young guy hooked up my cable yesterday.
Going on roller coasters makes me so nervous. I can't stand the feeling in my chest on the comedown.,Going on roller coasters makes me so nervous. I can't stand the feeling in my chest on the comedown.
I lost all my money in my bank account due to fraud. I am so broken...,I lost all my money in my bank account due to fraud. I am so broken...
I think my daughter is gonna be a rockstar. She is gonna be great,MY daughter told me last night she wanted a guitar
I can't wait for the fall tv line up. The best shows come on inthe fall,The best shows come on in the fall
All my money in my bank got stolen due to fraud and I am so mad...,All my money in my bank got stolen due to fraud and I am so mad...
I miss my ex. I sometimes look at our old pics on facebook.,I miss my ex boyfriend.
I can't believe I moved out on my own. I'm doing pretty well too.,I ust got my first apartment and I love it
I can't wait to start my new job soon_comma_ it's going to be awesome!,I can't wait to start my new job soon_comma_ it's going to be awesome!
My daughter left with her friends and her room is a mess. I am so upset.,I let my daughter go out with her friends today.
I went out yesterday with a shirt that had a huge hole in the back. I didn't notice until a stranger pointed it out and I was so humiliated.,I went out yesterday with a shirt that had a huge hole in the back. I didn't notice until a stranger pointed it out and I was so humiliated.
